car_name,yr_mfr,fuel_type,kms_run,sale_price,city,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,make,model,total_owners,original_price,car_rating,fitness_certificate
toyota etios,2011,diesel,132160,275000,new delhi,sedan,manual,gd,True,delhi,delhi,False,dl8c,toyota,etios,1,Unknown,good,True
hyundai grand i10,2014,diesel,70605,280000,new delhi,hatchback,manual,asta 1.1 (o) crdi,True,delhi,delhi,False,dl3c,hyundai,grand i10,1,Unknown,great,True
maruti wagon r,2006,petrol & cng,78551,65000,new delhi,hatchback,manual,vxi bs iii,False,delhi,delhi,False,dl4c,maruti,wagon r,3,Unknown,fair,False
ford fiesta classic,2012,diesel,73035,151000,new delhi,sedan,manual,1.4 clxi tdci,False,delhi,delhi,False,dl12,ford,fiesta classic,1,Unknown,good,True
chevrolet enjoy,2013,diesel,46576,215000,new delhi,suv,manual,1.3 lt 7 str,False,new delhi,delhi,False,dl9c,chevrolet,enjoy,1,Unknown,good,True
renault duster,2013,diesel,104133,296000,new delhi,suv,manual,85 ps rxe,False,new delhi,delhi,False,dl13,renault,duster,1,Unknown,great,True
hyundai eon,2017,petrol,11252,270000,new delhi,hatchback,manual,magna plus,False,new delhi,delhi,False,dl10,hyundai,eon,1,Unknown,great,True
hyundai santro xing,2013,petrol,20702,210000,new delhi,hatchback,manual,gl plus,False,faridabad,haryana,False,hr29,hyundai,santro xing,1,Unknown,good,True
maruti zen,2001,petrol,93958,55747,new delhi,hatchback,manual,lx,False,delhi,delhi,False,dl2c,maruti,zen,2,Unknown,overpriced,False
ford ecosport,2018,diesel,5245,950000,new delhi,Unknown,Unknown,1.5 tdci titanium plus,False,delhi,delhi,False,dl9c,ford,ecosport,1,Unknown,great,True
maruti wagon r 1.0,2013,petrol & cng,146152,205000,new delhi,hatchback,manual,lxi cng,False,delhi,delhi,False,dl8c,maruti,wagon r 1.0,1,Unknown,great,True
maruti sx4,2008,petrol,99000,100000,new delhi,sedan,manual,zxi,False,delhi,delhi,False,dl3c,maruti,sx4,1,Unknown,great,False
hyundai verna,2010,diesel,129490,90000,new delhi,sedan,manual,vgt crdi sx 1.5,False,ranchi,jharkhand,False,jh01,hyundai,verna,1,Unknown,great,False
maruti swift,2017,petrol,44045,416000,new delhi,hatchback,manual,lxi opt,False,delhi,delhi,False,dl5c,maruti,swift,1,Unknown,great,True
tata safari,2011,diesel,130982,106000,new delhi,suv,manual,4x2 lx dicor 2.2 vtt,False,new delhi,delhi,False,dl9c,tata,safari,1,Unknown,great,False
honda city,2009,petrol & cng,73874,180000,new delhi,sedan,manual,s mt petrol,False,new delhi,delhi,False,dl3c,honda,city,2,Unknown,great,True
hyundai grand i10,2014,diesel,61844,260000,new delhi,hatchback,manual,sportz 1.1 crdi,False,delhi,delhi,False,dl8c,hyundai,grand i10,1,Unknown,great,True
hyundai santro xing,2010,petrol,64050,150000,new delhi,hatchback,manual,gls,False,jalandhar,punjab,False,pb08,hyundai,santro xing,1,Unknown,good,True
hyundai i20,2010,petrol,103530,117613,new delhi,hatchback,manual,magna 1.2 vtvt,False,delhi,delhi,False,dl8c,hyundai,i20,3,Unknown,great,False
hyundai tucson new,2016,diesel,62677,1350000,new delhi,luxury suv,automatic,2wd at gl diesel,False,delhi,delhi,False,dl8c,hyundai,tucson new,1,Unknown,great,True
maruti wagon r,2002,petrol & cng,135423,33000,new delhi,hatchback,manual,lx,False,delhi,delhi,False,dl2c,maruti,wagon r,2,Unknown,fair,False
maruti swift,2010,petrol & cng,92530,200000,new delhi,hatchback,manual,zxi,True,new delhi,delhi,False,dl7c,maruti,swift,2,Unknown,fair,True
maruti vitara brezza,2016,diesel,51802,750000,new delhi,suv,manual,zdi plus dual tone,True,new delhi,delhi,False,dl9c,maruti,vitara brezza,1,Unknown,great,True
toyota etios,2011,petrol,45729,260000,new delhi,sedan,manual,g,False,delhi,delhi,False,dl3c,toyota,etios,1,Unknown,fair,True
maruti eeco,2018,petrol & cng,48608,310000,new delhi,suv,manual,7 str,True,delhi,delhi,False,dl3c,maruti,eeco,1,Unknown,great,True
maruti alto k10,2014,petrol,29415,280000,new delhi,hatchback,manual,vxi,True,delhi,delhi,False,dl8c,maruti,alto k10,1,Unknown,fair,True
hyundai new elantra,2013,diesel,112334,510000,new delhi,luxury sedan,manual,1.6 sx mt,True,delhi,delhi,False,dl2c,hyundai,new elantra,2,Unknown,good,True
hyundai i10,2009,petrol & cng,69576,145000,new delhi,hatchback,manual,magna 1.2,True,delhi,delhi,False,dl8c,hyundai,i10,2,Unknown,fair,True
hyundai santro xing,2005,petrol,86673,47000,new delhi,hatchback,manual,xo erlx euro ii,False,delhi,delhi,False,dl8c,hyundai,santro xing,1,Unknown,great,False
hyundai i10,2009,petrol & cng,64978,130000,new delhi,hatchback,manual,era 1.1 irde,False,panipat,haryana,False,hr06,hyundai,i10,2,Unknown,fair,True
hyundai santro xing,2004,petrol & cng,164314,35000,new delhi,hatchback,manual,xg,False,delhi,delhi,False,dl2c,hyundai,santro xing,1,Unknown,fair,False
hyundai verna,2012,diesel,154868,350000,new delhi,sedan,manual,fluidic 1.6 ex crdi,True,delhi,delhi,False,dl7c,hyundai,verna,1,Unknown,fair,True
mahindra quanto,2013,diesel,64804,200000,new delhi,suv,manual,c4,False,delhi,delhi,False,dl12,mahindra,quanto,4,Unknown,fair,True
hyundai santro xing,2005,petrol,74383,120000,new delhi,hatchback,manual,xg erlx euro iii,False,panchkula,haryana,False,hr03,hyundai,santro xing,1,Unknown,overpriced,False
maruti esteem,2005,petrol & cng,8771,40000,new delhi,sedan,manual,lxi,False,delhi,delhi,False,dl9c,maruti,esteem,2,Unknown,good,False
hyundai i10,2010,petrol,62017,220000,new delhi,hatchback,manual,magna 1.2 kappa2,False,rangareddy,andhra pradesh,False,ap28,hyundai,i10,1,Unknown,overpriced,True
honda city zx,2007,petrol,77807,100000,new delhi,sedan,manual,gxi,True,delhi,delhi,False,dl3c,honda,city zx,2,Unknown,great,False
hyundai i20,2011,diesel,79493,200000,new delhi,hatchback,manual,magna o 1.4 crdi,True,new delhi,delhi,False,dl3c,hyundai,i20,4,Unknown,fair,True
maruti wagon r 1.0,2015,petrol,23829,270000,new delhi,hatchback,manual,vxi,False,delhi,delhi,False,dl4c,maruti,wagon r 1.0,1,Unknown,great,True
hyundai accent,2010,petrol & cng,137489,125000,new delhi,sedan,manual,executive gle,True,delhi,delhi,False,dl3c,hyundai,accent,1,Unknown,overpriced,True
hyundai i20,2012,diesel,61885,270000,new delhi,hatchback,manual,sportz 1.4 crdi 6 speed bs iv,True,delhi,delhi,False,dl10,hyundai,i20,1,Unknown,great,True
ford figo,2010,diesel,66320,85000,new delhi,hatchback,manual,1.4 exi duratorq,False,delhi,delhi,False,dl4c,ford,figo,2,Unknown,great,False
renault duster,2014,diesel,88748,375000,new delhi,suv,manual,85 ps rxl,True,delhi,delhi,False,dl8c,renault,duster,1,Unknown,great,True
maruti celerio,2014,petrol,26156,290000,new delhi,hatchback,manual,vxi,False,delhi,delhi,False,dl9c,maruti,celerio,2,Unknown,fair,True
maruti sx4,2007,petrol & cng,96578,90000,new delhi,sedan,manual,zxi,False,delhi,delhi,False,dl5c,maruti,sx4,4,Unknown,fair,False
maruti ciaz,2017,petrol & cng,22618,850000,new delhi,sedan,automatic,zeta 1.4 vvt amt,False,gurgaon,haryana,False,hr26,maruti,ciaz,2,Unknown,good,True
maruti ritz,2011,diesel,123142,200000,new delhi,hatchback,manual,ldi,True,delhi,delhi,False,dl8c,maruti,ritz,2,Unknown,fair,True
maruti alto 800,2015,petrol,27134,230000,new delhi,hatchback,manual,lxi,True,delhi,delhi,False,dl9c,maruti,alto 800,1,Unknown,good,True
maruti wagon r 1.0,2011,petrol & cng,102748,135000,new delhi,hatchback,manual,vxi,True,gurgaon,haryana,False,hr26,maruti,wagon r 1.0,2,Unknown,good,True
toyota fortuner,2010,diesel,102882,710000,new delhi,luxury suv,manual,3.0 mt 4x4,True,rohtak,haryana,False,hr12,toyota,fortuner,1,Unknown,overpriced,True
tata indica vista,2010,diesel,61321,90000,new delhi,hatchback,manual,aura quadrajet bs iv,False,delhi,delhi,False,dl8c,tata,indica vista,1,Unknown,overpriced,False
maruti sx4,2008,petrol & cng,117269,125000,new delhi,sedan,manual,zxi,True,delhi west,delhi,False,dl8c,maruti,sx4,4,Unknown,overpriced,True
skoda rapid,2012,diesel,132885,300000,new delhi,sedan,manual,1.6 tdi mt ambition,True,delhi,delhi,False,dl8c,skoda,rapid,1,Unknown,overpriced,True
hyundai verna,2011,diesel,126620,300000,new delhi,sedan,manual,fluidic 1.6 sx crdi,True,delhi,delhi,False,dl7c,hyundai,verna,1,Unknown,great,True
maruti swift,2005,petrol & cng,11111,70000,new delhi,hatchback,manual,vxi 1.3,False,delhi,delhi,False,dl2c,maruti,swift,4,Unknown,great,False
hyundai grand i10,2014,diesel,98033,300000,new delhi,hatchback,manual,sportz 1.1 crdi,True,delhi,delhi,False,dl9c,hyundai,grand i10,1,Unknown,great,True
tata nano,2010,petrol,38329,41000,new delhi,hatchback,manual,lx,False,delhi,delhi,False,dl3c,tata,nano,2,Unknown,overpriced,False
bmw 5 series,2010,diesel,104743,800000,new delhi,luxury sedan,automatic,520d,False,panchkula,haryana,False,hr36,bmw,5 series,2,Unknown,great,True
volkswagen polo,2011,diesel,80177,180000,new delhi,hatchback,manual,trendline 1.2l diesel,True,rampur,uttar pradesh,False,up14,volkswagen,polo,3,Unknown,fair,True
maruti swift,2012,diesel,33679,300000,new delhi,hatchback,manual,ldi bs iv,True,delhi,delhi,False,dl8c,maruti,swift,1,Unknown,great,True
maruti wagon r,2005,petrol,118017,45000,new delhi,hatchback,manual,lxi,False,delhi,delhi,False,dl5c,maruti,wagon r,3,Unknown,good,False
ford ecosport,2014,diesel,37844,550000,new delhi,suv,manual,1.5titanium tdci,True,delhi,delhi,False,dl12,ford,ecosport,1,Unknown,good,True
maruti wagon r,2006,petrol & cng,120827,61000,new delhi,hatchback,manual,lxi,False,delhi,delhi,False,dl9c,maruti,wagon r,2,Unknown,great,False
honda accord,2007,petrol & cng,91280,180000,new delhi,sedan,automatic,2.4 vti l at,True,delhi,delhi,False,dl1c,honda,accord,3,Unknown,overpriced,True
hyundai santro xing,2005,petrol & cng,88750,50000,new delhi,hatchback,manual,xo erlx euro iii,False,delhi,delhi,False,dl8c,hyundai,santro xing,3,Unknown,good,False
maruti swift dzire,2014,diesel,91877,380000,new delhi,sedan,manual,vdi bs iv,True,delhi,delhi,False,dl9c,maruti,swift dzire,1,Unknown,great,True
tata indica vista,2009,petrol,62170,80000,new delhi,hatchback,manual,aqua safire bs iii,False,delhi,delhi,False,dl10,tata,indica vista,1,Unknown,fair,False
hyundai i10,2008,petrol,34155,130000,new delhi,hatchback,manual,era,True,new delhi,delhi,False,dl3c,hyundai,i10,2,Unknown,fair,True
honda city zx,2007,petrol,184569,150000,new delhi,sedan,manual,gxi,True,new delhi,delhi,False,dl3c,honda,city zx,1,Unknown,fair,True
honda amaze,2016,petrol & cng,60296,340000,new delhi,sedan,manual,1.2 emt i vtec,False,delhi west,delhi,False,dl1c,honda,amaze,2,Unknown,great,True
renault duster,2013,diesel,74195,450000,new delhi,suv,manual,rxz diesel 110,True,delhi,delhi,False,dl8c,renault,duster,1,Unknown,good,True
toyota innova,2011,diesel,233972,400000,new delhi,suv,manual,2.5 g4 7 str,False,ghaziabad,uttar pradesh,False,up14,toyota,innova,2,Unknown,great,True
honda amaze,2014,diesel,74925,300000,new delhi,sedan,manual,1.5 emt i dtec,False,delhi,delhi,False,dl13,honda,amaze,2,Unknown,good,True
hyundai i20,2013,diesel,116868,350000,new delhi,hatchback,manual,sportz 1.4 crdi,True,hisar,haryana,False,hr20,hyundai,i20,1,Unknown,fair,True
hyundai santro xing,2005,petrol,100581,65000,new delhi,hatchback,manual,xg,False,noida,uttar pradesh,False,up16,hyundai,santro xing,1,Unknown,fair,False
maruti ritz,2011,diesel,68351,175000,new delhi,hatchback,manual,vdi,False,delhi,delhi,False,dl8c,maruti,ritz,1,Unknown,great,True
hyundai accent,2008,petrol & cng,76226,100000,new delhi,sedan,manual,executive gle,False,faridabad,haryana,False,hr29,hyundai,accent,2,Unknown,overpriced,False
hyundai i10,2009,petrol & cng,58274,140000,new delhi,hatchback,manual,magna 1.1 irde2,True,new delhi,delhi,False,dl10,hyundai,i10,2,Unknown,good,True
maruti wagon r,2005,petrol,87990,65000,new delhi,hatchback,manual,lxi,False,delhi,delhi,False,dl9c,maruti,wagon r,3,Unknown,overpriced,False
honda city zx,2007,petrol,94111,99000,new delhi,Unknown,Unknown,1.5 exi,False,delhi,delhi,False,dl7c,honda,city zx,4,Unknown,good,False
maruti swift dzire,2011,diesel,100919,275000,new delhi,sedan,manual,vdi bs iv,True,delhi,delhi,False,dl8c,maruti,swift dzire,1,Unknown,good,True
hyundai grand i10,2017,petrol,13733,460000,new delhi,hatchback,manual,asta 1.2 kappa vtvt,True,delhi,delhi,False,dl9c,hyundai,grand i10,2,Unknown,great,True
ford figo,2011,diesel,76924,130000,new delhi,hatchback,manual,1.4 exi duratorq,False,delhi west,delhi,False,dl4c,ford,figo,2,Unknown,fair,True
hyundai xcent,2014,petrol,108151,300000,new delhi,sedan,manual,s 1.2 opt,True,delhi,delhi,False,dl3c,hyundai,xcent,1,Unknown,great,True
hyundai santro xing,2005,petrol,229898,35000,new delhi,hatchback,manual,xp,False,delhi,delhi,False,dl4c,hyundai,santro xing,3,Unknown,great,False
hyundai santro xing,2005,petrol,79908,60000,new delhi,hatchback,manual,xl erlx euro ii,False,delhi,delhi,False,dl3c,hyundai,santro xing,3,Unknown,overpriced,False
toyota etios,2012,diesel,153409,310000,new delhi,sedan,manual,gd,True,delhi,delhi,False,dl7c,toyota,etios,1,Unknown,good,True
maruti wagon r 1.0,2010,petrol & cng,104508,155000,new delhi,hatchback,manual,lxi cng,False,delhi,delhi,False,dl5c,maruti,wagon r 1.0,2,Unknown,fair,True
hyundai eon,2018,petrol,5360,400000,new delhi,hatchback,manual,era plus (o),True,new delhi,delhi,False,dl11,hyundai,eon,1,Unknown,fair,True
maruti wagon r,2007,petrol & cng,94540,100000,new delhi,hatchback,manual,lxi minor,False,delhi,delhi,False,dl7c,maruti,wagon r,1,Unknown,overpriced,False
honda city,2011,petrol & cng,139756,350000,new delhi,sedan,manual,s mt petrol,True,new delhi,delhi,False,dl8c,honda,city,2,Unknown,fair,True
mahindra xuv500,2012,diesel,84798,435000,new delhi,suv,manual,w8 fwd,False,delhi,delhi,False,dl1c,mahindra,xuv500,2,Unknown,great,True
maruti swift dzire,2012,diesel,41228,360000,new delhi,sedan,manual,zdi,False,delhi,delhi,False,dl9c,maruti,swift dzire,1,Unknown,great,True
maruti swift,2012,diesel,87626,325000,new delhi,hatchback,manual,vdi,False,delhi,delhi,False,dl9c,maruti,swift,2,Unknown,great,True
hyundai santro xing,2008,petrol & cng,59294,125000,new delhi,hatchback,manual,gl,False,delhi,delhi,False,dl7c,hyundai,santro xing,1,Unknown,fair,True
maruti swift,2009,petrol & cng,77972,173000,new delhi,hatchback,manual,lxi 1.3,False,delhi,delhi,False,dl2c,maruti,swift,1,Unknown,good,True
hyundai verna,2014,diesel,121137,468000,new delhi,sedan,automatic,fluidic 1.6 crdi sx opt at,False,ghaziabad,uttar pradesh,False,up14,hyundai,verna,1,Unknown,good,True
maruti swift dzire,2014,diesel,55941,475000,new delhi,sedan,manual,vdi bs iv,False,delhi,delhi,False,dl12,maruti,swift dzire,1,Unknown,good,True
maruti eeco,2013,petrol,29404,225000,new delhi,suv,manual,5 str with ac plushtr,False,delhi,delhi,False,dl2c,maruti,eeco,1,Unknown,good,True
maruti swift dzire,2014,petrol,24419,432000,new delhi,sedan,manual,vxi 1.2 bs iv,True,delhi,delhi,False,dl5c,maruti,swift dzire,1,Unknown,good,True
hyundai santro xing,2005,petrol & cng,86869,55000,new delhi,hatchback,manual,xl erlx euro iii,False,delhi,delhi,False,dl4c,hyundai,santro xing,4,Unknown,good,False
maruti eeco,2016,petrol & cng,41002,300000,new delhi,suv,manual,5 str cng with ac plushtr,False,delhi,delhi,False,dl3c,maruti,eeco,1,Unknown,good,True
hyundai i10,2013,petrol & cng,60643,250000,new delhi,hatchback,manual,magna 1.1 irde2,False,delhi,delhi,False,dl10,hyundai,i10,2,Unknown,good,True
maruti a star,2009,petrol & cng,81973,90000,new delhi,hatchback,manual,vxi,False,delhi,delhi,False,dl4c,maruti,a star,1,Unknown,great,False
honda amaze,2013,diesel,98812,345000,new delhi,sedan,manual,1.5 smt i dtec,False,new delhi,delhi,False,dl4c,honda,amaze,1,Unknown,good,True
ford ecosport,2015,diesel,45955,680000,new delhi,suv,manual,1.5titanium tdci,False,new delhi,delhi,False,dl8c,ford,ecosport,2,Unknown,good,True
honda amaze,2014,diesel,54854,350000,new delhi,sedan,manual,1.5 smt i dtec,False,new delhi,delhi,False,dl9c,honda,amaze,2,Unknown,great,True
hyundai accent,2005,petrol,55310,65000,new delhi,sedan,manual,gle,False,new delhi,delhi,False,dl4c,hyundai,accent,1,Unknown,good,False
maruti ertiga,2016,diesel,49443,600000,new delhi,suv,manual,vdi shvs,False,delhi,delhi,False,dl5c,maruti,ertiga,2,Unknown,great,True
mahindra xuv500,2013,diesel,66752,650000,new delhi,suv,manual,w8 fwd,False,delhi,delhi,False,dl4c,mahindra,xuv500,1,Unknown,good,True
hyundai santro xing,2008,petrol & cng,166582,80000,new delhi,hatchback,manual,gls,False,delhi,delhi,False,dl3c,hyundai,santro xing,2,Unknown,good,False
toyota etios liva,2014,diesel,75738,330000,new delhi,hatchback,manual,d 4d gd,False,delhi,delhi,False,dl9c,toyota,etios liva,1,Unknown,great,True
maruti swift dzire,2014,diesel,76854,340000,new delhi,sedan,manual,ldi bs iv,False,delhi,delhi,False,dl8c,maruti,swift dzire,1,Unknown,great,True
maruti swift,2010,petrol,70893,170000,new delhi,hatchback,manual,lxi,False,delhi,delhi,False,dl8c,maruti,swift,2,Unknown,good,True
toyota corolla altis,2015,diesel,24194,1250000,new delhi,luxury sedan,manual,d 4d j,False,new delhi,delhi,False,dl10,toyota,corolla altis,1,Unknown,overpriced,True
maruti wagon r,2005,petrol,103783,58000,new delhi,hatchback,manual,vxi bs iii,False,delhi,delhi,False,dl2c,maruti,wagon r,2,Unknown,fair,False
maruti swift dzire,2009,diesel,191626,175000,new delhi,sedan,manual,ldi,False,delhi,delhi,False,dl4c,maruti,swift dzire,1,Unknown,good,True
ford fiesta,2007,petrol,95318,100000,new delhi,sedan,manual,1.6 sxi abs,False,delhi,delhi,False,dl9c,ford,fiesta,1,Unknown,fair,False
maruti swift,2009,petrol,61167,210000,new delhi,hatchback,manual,zxi 1.3,False,new delhi,delhi,False,dl8c,maruti,swift,2,Unknown,overpriced,True
honda brio,2015,petrol,14170,361699,mumbai,hatchback,manual,1.2 s mt i vtec,True,mumbai,maharashtra,True,mh02,honda,brio,1,361799.0,great,True
maruti wagon r 1.0,2013,petrol,15534,278299,mumbai,hatchback,manual,vxi,True,panvel,maharashtra,True,mh46,maruti,wagon r 1.0,1,351812.0,great,True
hyundai i10,2012,petrol,39357,292699,mumbai,hatchback,manual,magna 1.2 kappa2,False,mumbai,maharashtra,True,mh02,hyundai,i10,1,Unknown,great,True
maruti wagon r,2009,petrol,21020,171699,mumbai,hatchback,manual,lxi,True,mumbai,maharashtra,True,mh01,maruti,wagon r,1,Unknown,good,True
hyundai i20,2012,petrol,46859,263499,mumbai,hatchback,manual,sportz 1.2 vtvt,True,mumbai east,maharashtra,True,mh03,hyundai,i20,3,310005.0,great,True
maruti alto k10,2016,petrol,25943,325199,mumbai,hatchback,Unknown,vxi amt,False,mumbai,maharashtra,True,mh47,maruti,alto k10,1,325299.0,great,True
hyundai i10,2011,petrol,26755,248499,mumbai,hatchback,automatic,sportz 1.2 at kappa2,False,thane,maharashtra,True,mh02,hyundai,i10,3,Unknown,great,True
hyundai grand i10,2014,petrol,24155,390099,mumbai,hatchback,manual,asta 1.2 kappa vtvt opt,True,mumbai west,maharashtra,True,mh04,hyundai,grand i10,1,Unknown,great,True
maruti swift,2013,petrol,35746,381299,mumbai,hatchback,manual,zxi,True,dombivali,maharashtra,True,mh46,maruti,swift,2,Unknown,great,True
maruti alto k10,2016,petrol,18998,259999,mumbai,hatchback,manual,vxi,True,navi mumbai,maharashtra,True,mh43,maruti,alto k10,2,291890.0,great,True
maruti alto 800,2012,petrol,16259,216099,mumbai,hatchback,manual,lxi,True,thane,maharashtra,True,mh04,maruti,alto 800,1,216199.0,great,True
hyundai grand i10,2014,petrol,35944,401199,mumbai,hatchback,manual,sports 1.2 vtvt,True,vasai,maharashtra,True,mh48,hyundai,grand i10,1,Unknown,great,True
maruti wagon r 1.0,2013,petrol,17240,305399,mumbai,hatchback,manual,vxi,True,thane,maharashtra,True,mh04,maruti,wagon r 1.0,1,305499.0,great,True
maruti swift dzire,2009,petrol,42533,282199,mumbai,sedan,manual,vxi,True,mumbai west,maharashtra,True,mh01,maruti,swift dzire,2,Unknown,good,True
maruti alto 800,2014,petrol,31889,211199,mumbai,hatchback,manual,lxi,True,mumbai east,maharashtra,True,mh03,maruti,alto 800,1,211299.0,great,True
